semi_major_axis,eccentricity,inclination,relative_distance,relative_velocity,collision_risk,risk_index
19796.174219081367,0.03936355202774421,33.62767366200286,10.387318281013142,11.219976353859586,0,1.069861336636735
40250.35787755202,0.04734356593750214,29.962088660826296,20.600480874907372,3.583167938381962,0,0.17309587927135509
32485.78493430488,0.08545473932021803,15.853852125257404,12.405897881900243,5.8529557211784065,0,0.4680156336195081
27752.3761889948,0.03400043860598922,54.65400030913391,1.304667477840779,10.285928916009455,2,7.3226789103288255
12038.661735706497,0.08696496848121714,42.8961744457766,3.0791904940434107,7.749250823342719,1,2.4374918199654463
12037.805471935193,0.00881344309766915,77.91308930916033,3.7140064122331546,11.339994540888513,2,2.9732499936330172
8561.968231971081,0.07767984372086308,2.8898622433852426,4.473346589657246,14.456910617120036,2,3.161122896264795
37249.2531750102,0.08475476330547364,57.94811347996137,12.500055239316389,2.631653628012765,0,0.2088604833890827
27839.582916883912,0.018181765283733876,68.66539906604051,10.516655435243322,10.933948029572853,0,1.0298863042381727
31636.576511759617,0.04303465323722005,68.35379122694764,3.40652131970986,4.2248181788496035,1,1.2048459979701984
7230.749547500987,0.01654997746636556,79.74665703859726,1.0491741382656739,6.802674183705969,2,5.919619975065329
40931.7997517508,0.07066041289942178,65.61303685465447,2.8208492433512875,1.4600781611319575,1,0.49988138362687673
36051.71374841497,0.053534776806165675,83.50290554829267,62.38930758875006,2.9027033520977854,0,0.04645120043897492
14038.038429078802,0.06353233467083211,29.93909398388023,9.482106294161126,5.4768820466845956,0,0.571573918985009
12954.786335852072,0.019648696695621116,45.28884750763888,30.30010965840478,5.787801274031789,0,0.19038751304081641
13010.8600997969,0.021174586205241954,1.2671696954601608,28.33256236137762,13.594193030469341,0,0.4781205737874507
17300.599625063587,0.004149732550990637,0.6261828572962091,10.746837660730527,11.385380729731212,0,1.0496497768147122
25128.853322944444,0.03220675351957297,21.61139584063679,18.397760942087608,14.610561554618576,0,0.7898556803907785
21834.048161795108,0.0559744661333675,9.072647742517674,3.211865396896126,9.387001144693368,1,2.8343546671585287
16838.634477030486,0.08579349139973289,23.419023114217826,17.490365855286864,4.383992249278451,0,0.24922689416154595
28220.77776264447,0.06669274474586807,15.933896507555765,4.7697395788060675,5.587170418903,1,1.1473242723736836
11452.032053147486,0.04353963233997515,2.5668022354783417,26.7624148716466,5.477702926087539,0,0.2039169952612592
16871.135023000243,0.09531201143941379,81.83737317654445,1.3115669238110415,5.5709205872855225,2,3.9466216537893812
19505.845436926058,0.0719245200575832,0.7400818250002372,22.251245129101537,10.421498423565419,0,0.4662603073506865
22690.484439704775,0.09301652028625501,66.24739299033769,1.5793562145350817,8.431310993265827,2,5.020561403406589
34373.74662945198,0.05275879732721657,13.693309822756488,31.953349164369584,6.39593849321302,0,0.19954041184322566
13588.419266621771,0.02589042747931396,82.100665979964,5.440492645868848,3.087256762202032,1,0.557217012913821
24755.32256368321,0.005282668636472199,80.35163456308972,15.93681064876394,1.3099482811900427,0,0.08168384037701466
27530.71719460251,0.07260848514838505,58.85110317323316,10.02688521101713,4.063685486227696,0,0.40127693773074236
8148.989651559919,0.012130299800553412,60.501073482054466,6.84276878992754,2.5045996555615377,0,0.3607493971562429
28067.84224250106,0.03027751282719672,0.4805227772719689,15.553242977731168,11.996230431931352,0,0.7663734888034125
12553.606390898849,0.05324709078838974,88.63844095022418,44.21069894999255,2.5749714093943954,0,0.05811173081021392
8809.331550977422,0.056441658777974774,79.0049343218233,0.6321828527055242,11.139195322295706,2,15.21367958992037
40185.43657249333,0.06005831969871361,80.55956031570828,37.67236767428026,6.399221656865157,0,0.16941542325456282
40779.93717414686,0.016625533034970063,59.332008334578475,14.088848657655017,2.027297456412864,0,0.14287963071049586
35198.10585813437,0.037973740482164876,31.030823578908286,24.700423783815978,12.3782206920422,0,0.49911327322236565
17313.788805654658,0.06171942271169667,80.42837841814327,7.26458007567344,9.114827983312587,1,1.23765752964253
9967.360047226628,0.09698188646337848,26.23652353360731,9.575424650226886,4.300661180090023,0,0.44449327399693755
30790.27244118157,0.07276311376996887,50.64403890079826,30.47128957593117,13.525536440657351,0,0.4424261007067896
22125.413527755845,0.09226037570939578,8.975787510949417,8.038253772696638,1.6336163941877204,0,0.20073303681784993
10832.357336989648,0.07622120583141771,82.97600671194752,11.474790401126805,3.825474514768681,0,0.3305005431801401
24078.780308950092,0.059171696889240046,12.6693411994092,0.30602442311145023,11.528656989282055,2,28.393998816464144
7720.792499590253,0.019202336913634457,20.240712515736654,2.590286066644224,10.931291024338448,2,4.063244857069712
38780.87427379676,0.06666856518925131,50.23207423153935,15.395204995709754,5.049803712142692,0,0.3258946050433576
15686.6893468006,0.06233795659599071,68.76837001916834,18.933401444810322,1.8683482549389636,0,0.0981615535382085
30019.54109456636,0.06024691704572665,55.74161753426691,13.105687930114922,13.013093011149213,0,0.9854157602402139
17565.74320117409,0.04897858679882408,20.892052152014056,2.320187926826161,5.391766932978636,1,2.227829861150249
24962.414751812285,0.052865660398927566,0.08487382747413008,8.842769011864533,3.7399878089957133,0,0.41821362086326996
25908.21491668643,0.03344425271181041,68.14355222766953,6.579778463623992,8.224865513053679,1,1.231308127633836
13062.33317115621,0.05193126926423032,88.66865933199844,10.267609501809975,13.743180789954263,1,1.3255881973134676
