semi_major_axis,eccentricity,inclination,relative_distance,relative_velocity,collision_risk
19796.174219081367,0.03936355202774421,33.62767366200286,10.387318281013142,11.219976353859586,0
40250.35787755202,0.04734356593750214,29.962088660826296,20.600480874907372,3.583167938381962,0
32485.78493430488,0.08545473932021803,15.853852125257404,12.405897881900243,5.8529557211784065,0
27752.3761889948,0.03400043860598922,54.65400030913391,1.304667477840779,10.285928916009455,2
12038.661735706497,0.08696496848121714,42.8961744457766,3.0791904940434107,7.749250823342719,1
12037.805471935193,0.00881344309766915,77.91308930916033,3.7140064122331546,11.339994540888513,2
8561.968231971081,0.07767984372086308,2.8898622433852426,4.473346589657246,14.456910617120036,2
37249.2531750102,0.08475476330547364,57.94811347996137,12.500055239316389,2.631653628012765,0
27839.582916883912,0.018181765283733876,68.66539906604051,10.516655435243322,10.933948029572853,0
31636.576511759617,0.04303465323722005,68.35379122694764,3.40652131970986,4.2248181788496035,1
7230.749547500987,0.01654997746636556,79.74665703859726,1.0491741382656739,6.802674183705969,2
40931.7997517508,0.07066041289942178,65.61303685465447,2.8208492433512875,1.4600781611319575,1
36051.71374841497,0.053534776806165675,83.50290554829267,62.38930758875006,2.9027033520977854,0
14038.038429078802,0.06353233467083211,29.93909398388023,9.482106294161126,5.4768820466845956,0
12954.786335852072,0.019648696695621116,45.28884750763888,30.30010965840478,5.787801274031789,0
13010.8600997969,0.021174586205241954,1.2671696954601608,28.33256236137762,13.594193030469341,0
17300.599625063587,0.004149732550990637,0.6261828572962091,10.746837660730527,11.385380729731212,0
25128.853322944444,0.03220675351957297,21.61139584063679,18.397760942087608,14.610561554618576,0
21834.048161795108,0.0559744661333675,9.072647742517674,3.211865396896126,9.387001144693368,1
16838.634477030486,0.08579349139973289,23.419023114217826,17.490365855286864,4.383992249278451,0
28220.77776264447,0.06669274474586807,15.933896507555765,4.7697395788060675,5.587170418903,1
11452.032053147486,0.04353963233997515,2.5668022354783417,26.7624148716466,5.477702926087539,0
16871.135023000243,0.09531201143941379,81.83737317654445,1.3115669238110415,5.5709205872855225,2
19505.845436926058,0.0719245200575832,0.7400818250002372,22.251245129101537,10.421498423565419,0
22690.484439704775,0.09301652028625501,66.24739299033769,1.5793562145350817,8.431310993265827,2
34373.74662945198,0.05275879732721657,13.693309822756488,31.953349164369584,6.39593849321302,0
13588.419266621771,0.02589042747931396,82.100665979964,5.440492645868848,3.087256762202032,1
24755.32256368321,0.005282668636472199,80.35163456308972,15.93681064876394,1.3099482811900427,0
27530.71719460251,0.07260848514838505,58.85110317323316,10.02688521101713,4.063685486227696,0
8148.989651559919,0.012130299800553412,60.501073482054466,6.84276878992754,2.5045996555615377,0
28067.84224250106,0.03027751282719672,0.4805227772719689,15.553242977731168,11.996230431931352,0
12553.606390898849,0.05324709078838974,88.63844095022418,44.21069894999255,2.5749714093943954,0
8809.331550977422,0.056441658777974774,79.0049343218233,0.6321828527055242,11.139195322295706,2
40185.43657249333,0.06005831969871361,80.55956031570828,37.67236767428026,6.399221656865157,0
40779.93717414686,0.016625533034970063,59.332008334578475,14.088848657655017,2.027297456412864,0
35198.10585813437,0.037973740482164876,31.030823578908286,24.700423783815978,12.3782206920422,0
17313.788805654658,0.06171942271169667,80.42837841814327,7.26458007567344,9.114827983312587,1
9967.360047226628,0.09698188646337848,26.23652353360731,9.575424650226886,4.300661180090023,0
30790.27244118157,0.07276311376996887,50.64403890079826,30.47128957593117,13.525536440657351,0
22125.413527755845,0.09226037570939578,8.975787510949417,8.038253772696638,1.6336163941877204,0
10832.357336989648,0.07622120583141771,82.97600671194752,11.474790401126805,3.825474514768681,0
24078.780308950092,0.059171696889240046,12.6693411994092,0.30602442311145023,11.528656989282055,2
7720.792499590253,0.019202336913634457,20.240712515736654,2.590286066644224,10.931291024338448,2
38780.87427379676,0.06666856518925131,50.23207423153935,15.395204995709754,5.049803712142692,0
15686.6893468006,0.06233795659599071,68.76837001916834,18.933401444810322,1.8683482549389636,0
30019.54109456636,0.06024691704572665,55.74161753426691,13.105687930114922,13.013093011149213,0
17565.74320117409,0.04897858679882408,20.892052152014056,2.320187926826161,5.391766932978636,1
24962.414751812285,0.052865660398927566,0.08487382747413008,8.842769011864533,3.7399878089957133,0
25908.21491668643,0.03344425271181041,68.14355222766953,6.579778463623992,8.224865513053679,1
13062.33317115621,0.05193126926423032,88.66865933199844,10.267609501809975,13.743180789954263,1
40920.25428564183,0.019755590567847828,72.89218082754813,30.641326080633224,1.6096520898072548,0
34017.21522931957,0.08051743973603769,41.41859563409538,22.432362614257716,11.721257232432428,0
39852.21242552871,0.018577695469870783,81.3390535259196,1.315911795122111,9.014625191141924,2
38266.37094018153,0.008496628988946642,36.886290580651504,33.15134640024245,6.956287631725437,0
27725.449247793524,0.04362460263571574,47.24406758191208,9.573271363174852,11.417126217470841,0
39226.53534332065,0.06583074395060619,42.941679065611496,20.43059224351106,14.521541942182852,0
9641.483822843142,0.04377168249335414,40.28614853989725,2.263027627865272,4.2088869562776745,0
13457.391615879655,0.027675413195130862,69.76716923645152,16.662680789151633,3.0110631110096744,0
8105.568756324101,0.055817118389044074,47.40920165425428,4.044214582622791,13.780344433117758,2
18049.22674209588,0.034700233541219996,28.504540982269447,8.653971176798864,10.365343084402252,0
20298.04378397661,0.0932867690126633,23.23423508926305,0.25510000682962813,7.131804301867524,2
16132.890627973306,0.09226451396035722,3.3972585270690048,2.466233927775314,9.025633983699963,2
35920.18157489349,0.05023718199720955,52.48756456947414,1.4489932968741206,11.438594672467417,2
19164.74309762242,0.03278839940182585,20.696527386093077,4.111504316832088,11.82244658188004,2
16473.175093902017,0.07371324139566392,13.332052981474478,1.5807092383028893,13.878518531465504,2
25765.71095211782,0.003671294348306664,58.84469674449099,17.66045125953963,6.975799044538717,0
11502.809986604074,0.04747690060436513,61.30883320393939,0.44204858202713365,5.10775274027153,2
34977.99281676841,0.03363233942703336,67.69394030318993,14.424833749077077,9.955299735057787,0
9146.547850631865,0.09205358851025547,45.32192067047323,2.2746943159979693,6.820190589913425,2
41534.48624931836,0.0012003027272682544,80.46491446834979,43.55042994125058,9.324378355285692,0
33914.68931003134,0.05528148757183491,84.2708478058405,40.56701583744578,6.879801178383302,0
13554.40669446312,0.07406635810666261,72.66338458132405,3.8331243745575487,3.141941013494443,1
6696.035157887885,0.048501798752404124,57.20341338073685,14.295149276281268,7.571974523225418,0
35448.88071014661,0.008540303016272167,27.33488582320698,0.426074208674458,10.672849507174458,2
31593.435706590408,0.09724613900279022,88.4650429458199,40.27714106684316,12.189973307347097,0
32379.75446545505,0.0518010431376098,24.67225504727445,11.103182713248312,7.906567875151656,1
33880.09730735107,0.06141862443190114,18.239122979138795,0.6627763919163173,3.313330462945613,2
9128.585136560208,0.023660978270750734,39.79387024079245,6.289657564443089,6.805627935092042,1
19225.53336332168,0.04834980851068038,5.115651364114962,1.1994444180456167,12.008115003783775,2
10613.351613142106,0.04291494919583219,88.06450182046117,7.487024384309709,6.78002978863902,0
37140.17161858357,0.007489584200198374,52.959020077478236,16.626591657847804,10.751431110459112,0
28627.083502378307,0.010616035354746723,50.12568824977577,9.520058599955897,8.100991543493258,0
